Comment Type,User,Comment,Date,Pull Request URL
Review,MartinHjelmare,"```suggestion
            Path(
                self.hass.config.path(RESTORE_BACKUP_FILE),
            ).write_text(f""{backup.path.as_posix()};"", encoding=""utf-8"")
```",2024-10-14T21:01:04Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"Does this work?

https://docs.python.org/3/library/pathlib.html#pathlib.Path.iterdir",2024-10-14T21:03:29Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,It did 👍 ,2024-10-15T05:36:21Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"Generally, it's safer to try and open or read from the file and catch `FileNotFoundError` than checking first. The file can be removed after the check so checking doesn't completely safeguard the case that is checked.",2024-10-16T06:53:19Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,Patch a `Path.read_text` operation instead and set a side effect `FileNotFoundError`.,2024-10-21T13:57:38Z,https://github.com/home-assistant/core/pull/128365
Review,ludeeus,"So while the `.HA_RESTORE` file _can_ be manually added, I dont think that is something we should document.
So the documentation requirement of this feature, IMO should not be triggered until this is implemented in the UI, or a service call is added.",2024-10-29T07:40:33Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"I'd change the test parameters instead to be the return value and side effect or just the side effect, to avoid encoding logic to the parameter.",2024-11-01T11:11:43Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
    getmembers_mock = mock.MagicMock(
```",2024-11-01T11:13:31Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
    extractall_mock = mock.MagicMock()
```",2024-11-01T11:14:06Z,https://github.com/home-assistant/core/pull/128365
Review,MartinHjelmare,"```suggestion
        mock.patch(""pathlib.Path.unlink"") as unlink_mock,
```",2024-11-01T11:15:11Z,https://github.com/home-assistant/core/pull/128365
Issue,probot-home-assistant[bot],"Hey there @ottowinter, @jesserockz, mind taking a look at this pull request as it has been labeled with an integration (`esphome`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L272) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-01-31T03:47:19Z,https://github.com/home-assistant/core/pull/65280
Issue,jesserockz,@kbickar Could you add `homeassistant/components/esphome/lock.py` to `.coveragerc` so it gets excluded? (Unless you want to write tests :smile: ),2022-01-31T04:11:11Z,https://github.com/home-assistant/core/pull/65280
Review,OttoWinter,"Should be
```suggestion
    @esphome_state_property
```

To make it check first if state is set",2022-01-31T08:13:42Z,https://github.com/home-assistant/core/pull/65280
Review,OttoWinter,"Same
```suggestion
    @esphome_state_property
```
",2022-01-31T08:14:08Z,https://github.com/home-assistant/core/pull/65280
Review,OttoWinter,"```suggestion
    @esphome_state_property
```
",2022-01-31T08:14:18Z,https://github.com/home-assistant/core/pull/65280
Review,OttoWinter,"```suggestion
    @esphome_state_property
```
",2022-01-31T08:14:31Z,https://github.com/home-assistant/core/pull/65280
Review,MartinHjelmare,`None` is the default value returned if the key is missing in the dict.,2022-02-15T00:50:42Z,https://github.com/home-assistant/core/pull/65280
Issue,home-assistant[bot],"
Hey there @einarhauks, mind taking a look at this pull request as it has been labeled with an integration (`tesla_wall_connector`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1330) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `tesla_wall_connector` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign tesla_wall_connector` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-01-12T21:34:02Z,https://github.com/home-assistant/core/pull/107909
Issue,jpbede,Should we mark this as a breaking change as someone may already be using the old sensor in their automations? Or has the sensor not yet been released?,2024-01-13T17:33:19Z,https://github.com/home-assistant/core/pull/107909
Issue,piitaya,The entity ID of the old sensor will not change because it's already created. And it will be only disabled for new integration setups. ,2024-01-13T18:46:08Z,https://github.com/home-assistant/core/pull/107909
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2024-01-14T10:23:06Z,https://github.com/home-assistant/core/pull/107909
Review,frenck,"If a state is unknown, we need to return `None`.",2024-01-14T10:22:59Z,https://github.com/home-assistant/core/pull/107909
Review,frenck,"```suggestion
          ""not_connected"": ""Vehicle not connected"",
          ""connected"": ""Vehicle connected"",
```",2024-01-31T15:32:37Z,https://github.com/home-assistant/core/pull/107909
Issue,probot-home-assistant[bot],"Hey there @lawfulchaos, @z-wave-me, mind taking a look at this pull request as it has been labeled with an integration (`zwave_me`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1204) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-04-09T22:04:45Z,https://github.com/home-assistant/core/pull/69768
Issue,MartinHjelmare,Please remove the old commits that have already been merged from your branch.,2022-04-11T13:19:31Z,https://github.com/home-assistant/core/pull/69768
Issue,PoltoS,@MartinHjelmare one test failed due to timeout. What shall we do with it?,2022-04-12T16:26:26Z,https://github.com/home-assistant/core/pull/69768
Issue,PoltoS,We have introduced the same fix to the previously approved integrations: https://github.com/home-assistant/core/pull/70274,2022-04-19T11:40:47Z,https://github.com/home-assistant/core/pull/69768
Review,MartinHjelmare,"```suggestion
        fan = ZWaveMeFan(controller, new_device)
```",2022-04-18T00:20:54Z,https://github.com/home-assistant/core/pull/69768
Review,MartinHjelmare,"```suggestion
                fan,
```",2022-04-18T00:21:04Z,https://github.com/home-assistant/core/pull/69768
Review,MartinHjelmare,Is the range 0-99 or 0-100?,2022-04-18T00:22:15Z,https://github.com/home-assistant/core/pull/69768
Review,MartinHjelmare,"```suggestion
            self.device.id, f""exact?level={min(percentage, 99)}""
```",2022-04-18T00:23:12Z,https://github.com/home-assistant/core/pull/69768
Review,PoltoS,Do you mean we should rescale out 0..99 to 0..100?,2022-04-18T17:30:20Z,https://github.com/home-assistant/core/pull/69768
Review,MartinHjelmare,"If the level range is 0..99, maybe something like this:

```py
from homeassistant.util.percentage import ranged_value_to_percentage

...

    @property
    def percentage(self) -> int:
        """"""Return the current speed as a percentage.""""""
        if (level := self.device.level) == 0:
            return 0

        return ranged_value_to_percentage((0, 99), level)
```",2022-04-19T08:37:29Z,https://github.com/home-assistant/core/pull/69768
